,data_distribution,mu,sigma,n,percentage_buyers,set_price,tickets,trad_scalper_total,trad_scalper_min,trad_scalper_max,trad_scalper_med,trad_scalper_mean,trad_scalper_std,trad_set_price,trad_organizer_payoff,trad_buyers_total,trad_buyers_min,trad_buyers_max,trad_buyers_median,trad_buyers_mean,trad_buyers_std,purple_total,purple_min,purple_max,purple_med,purple_mean,purple_std,purple_end_price,pur_organizer_payoff,pur_buyers_total,pur_buyers_min,pur_buyers_max,pur_buyers_median,pur_buyers_mean,pur_buyers_std,dy_total,dy_min,dy_max,dy_organizer_payoff,dy_buyers_total,dy_buyers_min,dy_buyers_max,dy_buyers_median,dy_buyers_mean,dy_buyers_std,organizer increase ratio (traditional),scalpers increase ratio (traditional),buyers increase ratio (traditional),buyers std increase ratio (traditional),organizer increase ratio (dynamic),scalpers increase ratio (dynamic),buyers increase ratio (dynamic),buyers std increase ratio (dynamic)
0,log_normal,700.0,740.56337,2000.0,70.0,49.0,1000.0,359854.8961648398,0.0,7566.615518879526,0.0,179.92744808242006,512.9911715619934,49.0,49000.0,408854.8961648401,49.0,7615.615518879525,49.0,408.8548961648401,679.3909854083944,-2467.55329008751,-1079.5806815359629,0.0,0.0,-1.2337766450437553,25.268281618249723,500.0858084855329,500085.8084852375,497618.25519543927,451.4307906008053,500.0858084855445,500.0858084855329,497.6182551954458,8.284993475005301,-56327.69579133669,-14289.25,4657.608089264617,960695.75,904368.0542086634,0.0,3858.75,740.9730596993459,908.0000544263688,620.6898727707533,9.205832826229337,-1.0068570785513424,0.2171023506462107,-0.9878052643427039,-0.47945454272568866,-0.9561928948908465,-0.44976135227281633,-0.9866519596364265
