,data_distribution,mu,sigma,n,percentage_buyers,set_price,tickets,trad_scalper_total,trad_scalper_min,trad_scalper_max,trad_scalper_med,trad_scalper_mean,trad_scalper_std,trad_set_price,trad_organizer_payoff,trad_buyers_total,trad_buyers_min,trad_buyers_max,trad_buyers_median,trad_buyers_mean,trad_buyers_std,purple_total,purple_min,purple_max,purple_med,purple_mean,purple_std,purple_end_price,pur_organizer_payoff,pur_buyers_total,pur_buyers_min,pur_buyers_max,pur_buyers_median,pur_buyers_mean,pur_buyers_std,dy_total,dy_min,dy_max,dy_organizer_payoff,dy_buyers_total,dy_buyers_min,dy_buyers_max,dy_buyers_median,dy_buyers_mean,dy_buyers_std,organizer increase ratio (traditional),scalpers increase ratio (traditional),buyers increase ratio (traditional),buyers std increase ratio (traditional),organizer increase ratio (dynamic),scalpers increase ratio (dynamic),buyers increase ratio (dynamic),buyers std increase ratio (dynamic)
0,log_normal,700.0,740.56337,8000.0,70.0,49.0,1000.0,816456.5021567242,0.0,11740.35845434725,0.0,102.05706276959064,586.9202524450449,49.0,49000.0,865456.5021567245,49.0,11789.35845434725,49.0,865.456502156725,1473.949454498524,-967.8876964246563,-137.2040078399732,0.0,0.0,-0.12098596205308203,2.418308032448272,1293.582347324517,1293582.3473254573,1292614.4596280882,1254.4574893605225,1293.5823473245327,1293.582347324517,1292.6144596280926,5.0158451820349805,-51602.383659921965,-6076.0,3343.3914994672964,1964057.5,1912455.1163400784,0.0,15435.0,1710.0,1914.369485825904,1110.272348156702,25.39963974133586,-1.0011854736827595,0.49356375093015387,-0.9965970032644427,-0.3413724662717577,-0.9812433529659524,-0.32410729612216865,-0.9954823290066059
