,data_distribution,mu,sigma,n,percentage_buyers,set_price,tickets,trad_scalper_total,trad_scalper_min,trad_scalper_max,trad_scalper_med,trad_scalper_mean,trad_scalper_std,trad_set_price,trad_organizer_payoff,trad_buyers_total,trad_buyers_min,trad_buyers_max,trad_buyers_median,trad_buyers_mean,trad_buyers_std,purple_total,purple_min,purple_max,purple_med,purple_mean,purple_std,purple_end_price,pur_organizer_payoff,pur_buyers_total,pur_buyers_min,pur_buyers_max,pur_buyers_median,pur_buyers_mean,pur_buyers_std,dy_total,dy_min,dy_max,dy_organizer_payoff,dy_buyers_total,dy_buyers_min,dy_buyers_max,dy_buyers_median,dy_buyers_mean,dy_buyers_std,organizer increase ratio (traditional),scalpers increase ratio (traditional),buyers increase ratio (traditional),buyers std increase ratio (traditional),organizer increase ratio (dynamic),scalpers increase ratio (dynamic),buyers increase ratio (dynamic),buyers std increase ratio (dynamic)
0,log_normal,700.0,740.56337,4000.0,70.0,49.0,1000.0,531136.0782690209,0.0,6674.909411604371,0.0,132.78401956725523,524.0399986184973,49.0,49000.0,580136.0782690205,49.0,6723.909411604371,49.0,580.1360782690208,941.7497174828626,-1640.7847128055103,-254.56532193356543,0.0,0.0,-0.4101961782013776,6.588323329214495,888.389503379395,888389.5033785405,886748.7186665763,843.1012922042997,888.3895033794042,888.389503379395,886.7487186665899,6.838914073085386,-55121.01756426056,-6571.75,515.0456449969238,1405928.75,1350807.7324357394,0.0,3858.75,1234.0,1352.1598923280674,733.8728966785395,17.13039802813348,-1.0030891983804844,0.5285184836502678,-0.9927380768519214,-0.3681120018503494,-0.9702330474778942,-0.34354186952452853,-0.99068106465842
