,organizer,scalper,buyer,buyer_std
0,49000.0,707923.8952293096,-756923.8952293096,1298.360811412915
1,1728508.25,-68421.27075684897,-1660086.979243151,769.3538997737144
2,1156016.1708644165,-1742.0697668482844,-1154274.1010979018,7.657924105296118
