,organizer,scalper,buyer,buyer_std
0,49000.0,717377.3257269434,-766377.3257269434,1270.5665818491443
1,1561859.75,-57806.53156790862,-1504053.2184320914,779.7201759159595
2,999413.5895346724,-1118.0748539539625,-998295.514680236,5.074545707071114
