,organizer,scalper,buyer,buyer_std
0,49000.0,792230.9827436536,-841230.9827436535,1397.457864057421
1,1803892.0,-56732.60970036409,-1747159.390299636,1036.2391182269303
2,1228827.6723519443,-912.5784096934296,-1227915.093942665,4.444973327689097
