,organizer,scalper,buyer,buyer_std
0,49000.0,816456.5021567252,-865456.502156725,1473.949454498524
1,1964057.5,-51602.38365992196,-1912455.116340078,1072.8739052416797
2,1293582.3473253231,-967.8876964246522,-1292614.4596280926,5.0158451820349805
