,organizer,scalper,buyer,buyer_std
0,49000.0,952984.800570229,-1001984.8005702288,1683.0307097587179
1,1949140.5,-79340.25653278279,-1869800.2434672173,843.1764434195378
2,1394310.388624118,-1409.7342071484863,-1392900.6544168505,6.525278536239208
