,organizer,scalper,buyer,buyer_std
0,49000.0,531136.0782690209,-580136.0782690208,941.7497174828626
1,1405928.75,-55121.01756426056,-1350807.7324357394,701.6946521171762
2,888389.5033782381,-1640.784712805513,-886748.7186665898,6.838914073085386
