,organizer,scalper,buyer,buyer_std
0,49000.0,547037.4648292838,-596037.4648292838,1012.246720128819
1,1198167.0,-38713.98791662076,-1159453.012083379,698.7869118539343
2,693529.4763511351,-1326.1560158655857,-692203.3203347066,5.777111399628725
